Exp_name,Window_size,Detection_end,Det_acc,Drift_signaled,Real_drift,Total_Training_time
1_Baseline,500,1044,1.0,False,False,0.028034448623657227
1_Baseline,500,1045,1.0,False,False,0.028034448623657227
1_Baseline,500,1046,1.0,False,False,0.028034448623657227
1_Baseline,500,1047,1.0,False,False,0.028034448623657227
1_Baseline,500,1048,1.0,False,False,0.028034448623657227
1_Baseline,500,1049,1.0,False,False,0.028034448623657227
1_Baseline,500,1050,1.0,False,False,0.028034448623657227
1_Baseline,500,1051,1.0,False,False,0.028034448623657227
1_Baseline,500,1052,1.0,False,False,0.028034448623657227
1_Baseline,500,1053,1.0,False,False,0.028034448623657227
1_Baseline,500,1054,1.0,False,False,0.028034448623657227
1_Baseline,500,1055,1.0,False,False,0.028034448623657227
1_Baseline,500,1056,1.0,False,False,0.028034448623657227
1_Baseline,500,1057,1.0,False,False,0.028034448623657227
1_Baseline,500,1058,1.0,False,False,0.028034448623657227
1_Baseline,500,1059,1.0,False,False,0.028034448623657227
1_Baseline,500,1060,1.0,False,False,0.028034448623657227
1_Baseline,500,1061,1.0,False,False,0.028034448623657227
1_Baseline,500,1062,1.0,False,False,0.028034448623657227
1_Baseline,500,1063,1.0,False,False,0.028034448623657227
1_Baseline,500,1064,1.0,False,False,0.028034448623657227
1_Baseline,500,1065,1.0,False,False,0.028034448623657227
1_Baseline,500,1066,1.0,False,False,0.028034448623657227
1_Baseline,500,1067,1.0,False,False,0.028034448623657227
1_Baseline,500,1068,1.0,False,False,0.028034448623657227
1_Baseline,500,1069,1.0,False,False,0.028034448623657227
1_Baseline,500,1070,1.0,False,False,0.028034448623657227
1_Baseline,500,1071,1.0,False,False,0.028034448623657227
1_Baseline,500,1072,1.0,False,False,0.028034448623657227
1_Baseline,500,1073,1.0,False,False,0.028034448623657227
1_Baseline,500,1074,1.0,False,False,0.028034448623657227
1_Baseline,500,1075,1.0,False,False,0.028034448623657227
1_Baseline,500,1076,1.0,False,False,0.028034448623657227
1_Baseline,500,1077,1.0,False,False,0.028034448623657227
1_Baseline,500,1078,1.0,False,False,0.028034448623657227
1_Baseline,500,1079,1.0,False,False,0.028034448623657227
1_Baseline,500,1080,1.0,False,False,0.028034448623657227
1_Baseline,500,1081,1.0,False,False,0.028034448623657227
1_Baseline,500,1082,1.0,False,False,0.028034448623657227
1_Baseline,500,1083,1.0,False,False,0.028034448623657227
1_Baseline,500,1084,1.0,False,False,0.028034448623657227
1_Baseline,500,1085,1.0,False,False,0.028034448623657227
1_Baseline,500,1086,1.0,False,False,0.028034448623657227
1_Baseline,500,1087,1.0,False,False,0.028034448623657227
1_Baseline,500,1088,1.0,False,False,0.028034448623657227
1_Baseline,500,1089,1.0,False,False,0.028034448623657227
1_Baseline,500,1090,1.0,False,False,0.028034448623657227
1_Baseline,500,1091,1.0,False,False,0.028034448623657227
1_Baseline,500,1092,1.0,False,False,0.028034448623657227
1_Baseline,500,1093,1.0,False,False,0.028034448623657227
1_Baseline,500,1094,1.0,False,False,0.028034448623657227
1_Baseline,500,1095,1.0,False,False,0.028034448623657227
1_Baseline,500,1096,1.0,False,False,0.028034448623657227
1_Baseline,500,1097,1.0,False,False,0.028034448623657227
1_Baseline,500,1098,1.0,False,False,0.028034448623657227
1_Baseline,500,1099,1.0,False,False,0.028034448623657227
1_Baseline,500,1100,1.0,False,False,0.028034448623657227
1_Baseline,500,1101,1.0,False,False,0.028034448623657227
1_Baseline,500,1102,1.0,False,False,0.028034448623657227
1_Baseline,500,1103,1.0,False,False,0.028034448623657227
1_Baseline,500,1104,1.0,False,False,0.028034448623657227
1_Baseline,500,1105,1.0,False,False,0.028034448623657227
1_Baseline,500,1106,1.0,False,False,0.028034448623657227
1_Baseline,500,1107,1.0,False,False,0.028034448623657227
1_Baseline,500,1108,1.0,False,False,0.028034448623657227
1_Baseline,500,1109,1.0,False,False,0.028034448623657227
1_Baseline,500,1110,1.0,False,False,0.028034448623657227
1_Baseline,500,1111,1.0,False,False,0.028034448623657227
1_Baseline,500,1112,1.0,False,False,0.028034448623657227
1_Baseline,500,1113,1.0,False,False,0.028034448623657227
1_Baseline,500,1114,1.0,False,False,0.028034448623657227
1_Baseline,500,1115,1.0,False,False,0.028034448623657227
1_Baseline,500,1116,1.0,False,False,0.028034448623657227
1_Baseline,500,1117,1.0,False,False,0.028034448623657227
1_Baseline,500,1118,1.0,False,False,0.028034448623657227
1_Baseline,500,1119,1.0,False,False,0.028034448623657227
1_Baseline,500,1120,1.0,False,False,0.028034448623657227
1_Baseline,500,1121,1.0,False,False,0.028034448623657227
1_Baseline,500,1122,1.0,False,False,0.028034448623657227
1_Baseline,500,1123,1.0,False,False,0.028034448623657227
1_Baseline,500,1124,1.0,False,False,0.028034448623657227
1_Baseline,500,1125,1.0,False,False,0.028034448623657227
1_Baseline,500,1126,1.0,False,False,0.028034448623657227
1_Baseline,500,1127,1.0,False,False,0.028034448623657227
1_Baseline,500,1128,1.0,False,False,0.028034448623657227
1_Baseline,500,1129,1.0,False,False,0.028034448623657227
1_Baseline,500,1130,1.0,False,False,0.028034448623657227
1_Baseline,500,1131,1.0,False,False,0.028034448623657227
1_Baseline,500,1132,1.0,False,False,0.028034448623657227
1_Baseline,500,1133,1.0,False,False,0.028034448623657227
1_Baseline,500,1134,1.0,False,False,0.028034448623657227
1_Baseline,500,1135,1.0,False,False,0.028034448623657227
1_Baseline,500,1136,1.0,False,False,0.028034448623657227
1_Baseline,500,1137,1.0,False,False,0.028034448623657227
1_Baseline,500,1138,1.0,False,False,0.028034448623657227
1_Baseline,500,1139,1.0,False,False,0.028034448623657227
1_Baseline,500,1140,1.0,False,False,0.028034448623657227
1_Baseline,500,1141,1.0,False,False,0.028034448623657227
1_Baseline,500,1142,1.0,False,False,0.028034448623657227
1_Baseline,500,1143,1.0,False,False,0.028034448623657227
1_Baseline,500,1144,1.0,False,False,0.028034448623657227
1_Baseline,500,1145,1.0,False,False,0.028034448623657227
1_Baseline,500,1146,1.0,False,False,0.028034448623657227
1_Baseline,500,1147,1.0,False,False,0.028034448623657227
1_Baseline,500,1148,1.0,False,False,0.028034448623657227
1_Baseline,500,1149,1.0,False,False,0.028034448623657227
1_Baseline,500,1150,1.0,False,False,0.028034448623657227
1_Baseline,500,1151,1.0,False,False,0.028034448623657227
1_Baseline,500,1152,1.0,False,False,0.028034448623657227
1_Baseline,500,1153,1.0,False,False,0.028034448623657227
1_Baseline,500,1154,1.0,False,False,0.028034448623657227
1_Baseline,500,1155,1.0,False,False,0.028034448623657227
1_Baseline,500,1156,1.0,False,False,0.028034448623657227
1_Baseline,500,1157,1.0,False,False,0.028034448623657227
1_Baseline,500,1158,1.0,False,False,0.028034448623657227
1_Baseline,500,1159,1.0,False,False,0.028034448623657227
1_Baseline,500,1160,1.0,False,False,0.028034448623657227
1_Baseline,500,1161,1.0,False,False,0.028034448623657227
1_Baseline,500,1162,1.0,False,False,0.028034448623657227
1_Baseline,500,1163,1.0,False,False,0.028034448623657227
1_Baseline,500,1164,1.0,False,False,0.028034448623657227
1_Baseline,500,1165,1.0,False,False,0.028034448623657227
1_Baseline,500,1166,1.0,False,False,0.028034448623657227
1_Baseline,500,1167,1.0,False,False,0.028034448623657227
1_Baseline,500,1168,1.0,False,False,0.028034448623657227
1_Baseline,500,1169,1.0,False,False,0.028034448623657227
1_Baseline,500,1170,1.0,False,False,0.028034448623657227
1_Baseline,500,1171,1.0,False,False,0.028034448623657227
1_Baseline,500,1172,1.0,False,False,0.028034448623657227
1_Baseline,500,1173,1.0,False,False,0.028034448623657227
1_Baseline,500,1174,1.0,False,False,0.028034448623657227
1_Baseline,500,1175,1.0,False,False,0.028034448623657227
1_Baseline,500,1176,1.0,False,False,0.028034448623657227
1_Baseline,500,1177,1.0,False,False,0.028034448623657227
1_Baseline,500,1178,1.0,False,False,0.028034448623657227
1_Baseline,500,1179,1.0,False,False,0.028034448623657227
1_Baseline,500,1180,1.0,False,False,0.028034448623657227
1_Baseline,500,1181,1.0,False,False,0.028034448623657227
1_Baseline,500,1182,1.0,False,False,0.028034448623657227
1_Baseline,500,1183,1.0,False,False,0.028034448623657227
1_Baseline,500,1184,1.0,False,False,0.028034448623657227
1_Baseline,500,1185,1.0,False,False,0.028034448623657227
1_Baseline,500,1186,1.0,False,False,0.028034448623657227
1_Baseline,500,1187,1.0,False,False,0.028034448623657227
1_Baseline,500,1188,1.0,False,False,0.028034448623657227
1_Baseline,500,1189,1.0,False,False,0.028034448623657227
1_Baseline,500,1190,1.0,False,False,0.028034448623657227
1_Baseline,500,1191,1.0,False,False,0.028034448623657227
1_Baseline,500,1192,1.0,False,False,0.028034448623657227
1_Baseline,500,1193,1.0,False,False,0.028034448623657227
1_Baseline,500,1194,1.0,False,False,0.028034448623657227
1_Baseline,500,1195,1.0,False,False,0.028034448623657227
1_Baseline,500,1196,1.0,False,False,0.028034448623657227
1_Baseline,500,1197,1.0,False,False,0.028034448623657227
1_Baseline,500,1198,1.0,False,False,0.028034448623657227
1_Baseline,500,1199,1.0,False,False,0.028034448623657227
1_Baseline,500,1200,1.0,False,False,0.028034448623657227
1_Baseline,500,1201,1.0,False,False,0.028034448623657227
1_Baseline,500,1202,1.0,False,False,0.028034448623657227
1_Baseline,500,1203,1.0,False,False,0.028034448623657227
1_Baseline,500,1204,1.0,False,False,0.028034448623657227
1_Baseline,500,1205,1.0,False,False,0.028034448623657227
1_Baseline,500,1206,1.0,False,False,0.028034448623657227
1_Baseline,500,1207,1.0,False,False,0.028034448623657227
1_Baseline,500,1208,1.0,False,False,0.028034448623657227
1_Baseline,500,1209,1.0,False,False,0.028034448623657227
1_Baseline,500,1210,1.0,False,False,0.028034448623657227
1_Baseline,500,1211,1.0,False,False,0.028034448623657227
1_Baseline,500,1212,1.0,False,False,0.028034448623657227
1_Baseline,500,1213,1.0,False,False,0.028034448623657227
1_Baseline,500,1214,1.0,False,False,0.028034448623657227
1_Baseline,500,1215,1.0,False,False,0.028034448623657227
1_Baseline,500,1216,1.0,False,False,0.028034448623657227
1_Baseline,500,1217,1.0,False,False,0.028034448623657227
1_Baseline,500,1218,1.0,False,False,0.028034448623657227
1_Baseline,500,1219,1.0,False,False,0.028034448623657227
1_Baseline,500,1220,1.0,False,False,0.028034448623657227
1_Baseline,500,1221,1.0,False,False,0.028034448623657227
1_Baseline,500,1222,1.0,False,False,0.028034448623657227
1_Baseline,500,1223,1.0,False,False,0.028034448623657227
1_Baseline,500,1224,1.0,False,False,0.028034448623657227
1_Baseline,500,1225,1.0,False,False,0.028034448623657227
1_Baseline,500,1226,1.0,False,False,0.028034448623657227
1_Baseline,500,1227,1.0,False,False,0.028034448623657227
1_Baseline,500,1228,1.0,False,False,0.028034448623657227
1_Baseline,500,1229,1.0,False,False,0.028034448623657227
1_Baseline,500,1230,1.0,False,False,0.028034448623657227
1_Baseline,500,1231,1.0,False,False,0.028034448623657227
1_Baseline,500,1232,1.0,False,False,0.028034448623657227
1_Baseline,500,1233,1.0,False,False,0.028034448623657227
1_Baseline,500,1234,1.0,False,False,0.028034448623657227
1_Baseline,500,1235,1.0,False,False,0.028034448623657227
1_Baseline,500,1236,1.0,False,False,0.028034448623657227
1_Baseline,500,1237,1.0,False,False,0.028034448623657227
1_Baseline,500,1238,1.0,False,False,0.028034448623657227
1_Baseline,500,1239,1.0,False,False,0.028034448623657227
1_Baseline,500,1240,1.0,False,False,0.028034448623657227
1_Baseline,500,1241,1.0,False,False,0.028034448623657227
1_Baseline,500,1242,1.0,False,False,0.028034448623657227
1_Baseline,500,1243,1.0,False,False,0.028034448623657227
1_Baseline,500,1244,1.0,False,False,0.028034448623657227
1_Baseline,500,1245,1.0,False,False,0.028034448623657227
1_Baseline,500,1246,1.0,False,False,0.028034448623657227
1_Baseline,500,1247,1.0,False,False,0.028034448623657227
1_Baseline,500,1248,1.0,False,False,0.028034448623657227
1_Baseline,500,1249,1.0,False,False,0.028034448623657227
1_Baseline,500,1250,1.0,False,False,0.028034448623657227
1_Baseline,500,1251,1.0,False,False,0.028034448623657227
1_Baseline,500,1252,1.0,False,False,0.028034448623657227
1_Baseline,500,1253,1.0,False,False,0.028034448623657227
1_Baseline,500,1254,1.0,False,False,0.028034448623657227
1_Baseline,500,1255,1.0,False,False,0.028034448623657227
1_Baseline,500,1256,1.0,False,False,0.028034448623657227
1_Baseline,500,1257,1.0,False,False,0.028034448623657227
1_Baseline,500,1258,1.0,False,False,0.028034448623657227
1_Baseline,500,1259,1.0,False,False,0.028034448623657227
1_Baseline,500,1260,1.0,False,False,0.028034448623657227
1_Baseline,500,1261,1.0,False,False,0.028034448623657227
1_Baseline,500,1262,1.0,False,False,0.028034448623657227
1_Baseline,500,1263,1.0,False,False,0.028034448623657227
1_Baseline,500,1264,1.0,False,False,0.028034448623657227
1_Baseline,500,1265,1.0,False,False,0.028034448623657227
1_Baseline,500,1266,1.0,False,False,0.028034448623657227
1_Baseline,500,1267,1.0,False,False,0.028034448623657227
1_Baseline,500,1268,1.0,False,False,0.028034448623657227
1_Baseline,500,1269,1.0,False,False,0.028034448623657227
1_Baseline,500,1270,1.0,False,False,0.028034448623657227
1_Baseline,500,1271,1.0,False,False,0.028034448623657227
1_Baseline,500,1272,1.0,False,False,0.028034448623657227
1_Baseline,500,1273,1.0,False,False,0.028034448623657227
1_Baseline,500,1274,1.0,False,False,0.028034448623657227
1_Baseline,500,1275,1.0,False,False,0.028034448623657227
1_Baseline,500,1276,1.0,False,False,0.028034448623657227
1_Baseline,500,1277,1.0,False,False,0.028034448623657227
1_Baseline,500,1278,1.0,False,False,0.028034448623657227
1_Baseline,500,1279,1.0,False,False,0.028034448623657227
1_Baseline,500,1280,1.0,False,False,0.028034448623657227
1_Baseline,500,1281,1.0,False,False,0.028034448623657227
1_Baseline,500,1282,1.0,False,False,0.028034448623657227
1_Baseline,500,1283,1.0,False,False,0.028034448623657227
1_Baseline,500,1284,1.0,False,False,0.028034448623657227
1_Baseline,500,1285,1.0,False,False,0.028034448623657227
1_Baseline,500,1286,1.0,False,False,0.028034448623657227
1_Baseline,500,1287,1.0,False,False,0.028034448623657227
1_Baseline,500,1288,1.0,False,False,0.028034448623657227
1_Baseline,500,1289,1.0,False,False,0.028034448623657227
1_Baseline,500,1290,1.0,False,False,0.028034448623657227
1_Baseline,500,1291,1.0,False,False,0.028034448623657227
1_Baseline,500,1292,1.0,False,False,0.028034448623657227
1_Baseline,500,1293,1.0,False,False,0.028034448623657227
1_Baseline,500,1294,1.0,False,False,0.028034448623657227
1_Baseline,500,1295,1.0,False,False,0.028034448623657227
1_Baseline,500,1296,1.0,False,False,0.028034448623657227
1_Baseline,500,1297,1.0,False,False,0.028034448623657227
1_Baseline,500,1298,1.0,False,False,0.028034448623657227
1_Baseline,500,1299,1.0,False,False,0.028034448623657227
1_Baseline,500,1300,1.0,False,False,0.028034448623657227
1_Baseline,500,1301,1.0,False,False,0.028034448623657227
1_Baseline,500,1302,1.0,False,False,0.028034448623657227
1_Baseline,500,1303,1.0,False,False,0.028034448623657227
1_Baseline,500,1304,1.0,False,False,0.028034448623657227
1_Baseline,500,1305,1.0,False,False,0.028034448623657227
1_Baseline,500,1306,1.0,False,False,0.028034448623657227
1_Baseline,500,1307,1.0,False,False,0.028034448623657227
1_Baseline,500,1308,1.0,False,False,0.028034448623657227
1_Baseline,500,1309,1.0,False,False,0.028034448623657227
1_Baseline,500,1310,1.0,False,False,0.028034448623657227
1_Baseline,500,1311,1.0,False,False,0.028034448623657227
1_Baseline,500,1312,1.0,False,False,0.028034448623657227
1_Baseline,500,1313,1.0,False,False,0.028034448623657227
1_Baseline,500,1314,1.0,False,False,0.028034448623657227
1_Baseline,500,1315,1.0,False,False,0.028034448623657227
1_Baseline,500,1316,1.0,False,False,0.028034448623657227
1_Baseline,500,1317,1.0,False,False,0.028034448623657227
1_Baseline,500,1318,1.0,False,False,0.028034448623657227
1_Baseline,500,1319,1.0,False,False,0.028034448623657227
1_Baseline,500,1320,1.0,False,False,0.028034448623657227
1_Baseline,500,1321,1.0,False,False,0.028034448623657227
1_Baseline,500,1322,1.0,False,False,0.028034448623657227
1_Baseline,500,1323,1.0,False,False,0.028034448623657227
1_Baseline,500,1324,1.0,False,False,0.028034448623657227
1_Baseline,500,1325,1.0,False,False,0.028034448623657227
1_Baseline,500,1326,1.0,False,False,0.028034448623657227
1_Baseline,500,1327,1.0,False,False,0.028034448623657227
1_Baseline,500,1328,1.0,False,False,0.028034448623657227
1_Baseline,500,1329,1.0,False,False,0.028034448623657227
1_Baseline,500,1330,1.0,False,False,0.028034448623657227
1_Baseline,500,1331,1.0,False,False,0.028034448623657227
1_Baseline,500,1332,1.0,False,False,0.028034448623657227
1_Baseline,500,1333,1.0,False,False,0.028034448623657227
1_Baseline,500,1334,1.0,False,False,0.028034448623657227
1_Baseline,500,1335,1.0,False,False,0.028034448623657227
1_Baseline,500,1336,1.0,False,False,0.028034448623657227
1_Baseline,500,1337,1.0,False,False,0.028034448623657227
1_Baseline,500,1338,1.0,False,False,0.028034448623657227
1_Baseline,500,1339,1.0,False,False,0.028034448623657227
1_Baseline,500,1340,1.0,False,False,0.028034448623657227
1_Baseline,500,1341,1.0,False,False,0.028034448623657227
1_Baseline,500,1342,1.0,False,False,0.028034448623657227
1_Baseline,500,1343,1.0,False,False,0.028034448623657227
1_Baseline,500,1344,1.0,False,False,0.028034448623657227
1_Baseline,500,1345,1.0,False,False,0.028034448623657227
1_Baseline,500,1346,1.0,False,False,0.028034448623657227
1_Baseline,500,1347,1.0,False,False,0.028034448623657227
1_Baseline,500,1348,1.0,False,False,0.028034448623657227
1_Baseline,500,1349,1.0,False,False,0.028034448623657227
1_Baseline,500,1350,1.0,False,False,0.028034448623657227
1_Baseline,500,1351,1.0,False,False,0.028034448623657227
1_Baseline,500,1352,1.0,False,False,0.028034448623657227
1_Baseline,500,1353,1.0,False,False,0.028034448623657227
1_Baseline,500,1354,1.0,False,False,0.028034448623657227
1_Baseline,500,1355,1.0,False,False,0.028034448623657227
1_Baseline,500,1356,1.0,False,False,0.028034448623657227
1_Baseline,500,1357,1.0,False,False,0.028034448623657227
1_Baseline,500,1358,1.0,False,False,0.028034448623657227
1_Baseline,500,1359,1.0,False,False,0.028034448623657227
1_Baseline,500,1360,1.0,False,False,0.028034448623657227
1_Baseline,500,1361,1.0,False,False,0.028034448623657227
1_Baseline,500,1362,1.0,False,False,0.028034448623657227
1_Baseline,500,1363,1.0,False,False,0.028034448623657227
1_Baseline,500,1364,1.0,False,False,0.028034448623657227
1_Baseline,500,1365,1.0,False,False,0.028034448623657227
1_Baseline,500,1366,1.0,False,False,0.028034448623657227
1_Baseline,500,1367,1.0,False,False,0.028034448623657227
1_Baseline,500,1368,1.0,False,False,0.028034448623657227
1_Baseline,500,1369,1.0,False,False,0.028034448623657227
1_Baseline,500,1370,1.0,False,False,0.028034448623657227
1_Baseline,500,1371,1.0,False,False,0.028034448623657227
1_Baseline,500,1372,1.0,False,False,0.028034448623657227
1_Baseline,500,1373,1.0,False,False,0.028034448623657227
1_Baseline,500,1374,1.0,False,False,0.028034448623657227
1_Baseline,500,1375,1.0,False,False,0.028034448623657227
1_Baseline,500,1376,1.0,False,False,0.028034448623657227
1_Baseline,500,1377,1.0,False,False,0.028034448623657227
1_Baseline,500,1378,1.0,False,False,0.028034448623657227
1_Baseline,500,1379,1.0,False,False,0.028034448623657227
1_Baseline,500,1380,1.0,False,False,0.028034448623657227
1_Baseline,500,1381,1.0,False,False,0.028034448623657227
1_Baseline,500,1382,1.0,False,False,0.028034448623657227
1_Baseline,500,1383,1.0,False,False,0.028034448623657227
1_Baseline,500,1384,1.0,False,False,0.028034448623657227
1_Baseline,500,1385,1.0,False,False,0.028034448623657227
1_Baseline,500,1386,1.0,False,False,0.028034448623657227
1_Baseline,500,1387,1.0,False,False,0.028034448623657227
1_Baseline,500,1388,1.0,False,False,0.028034448623657227
1_Baseline,500,1389,1.0,False,False,0.028034448623657227
1_Baseline,500,1390,1.0,False,False,0.028034448623657227
1_Baseline,500,1391,1.0,False,False,0.028034448623657227
1_Baseline,500,1392,1.0,False,False,0.028034448623657227
1_Baseline,500,1393,1.0,False,False,0.028034448623657227
1_Baseline,500,1394,1.0,False,False,0.028034448623657227
1_Baseline,500,1395,1.0,False,False,0.028034448623657227
1_Baseline,500,1396,1.0,False,False,0.028034448623657227
1_Baseline,500,1397,1.0,False,False,0.028034448623657227
1_Baseline,500,1398,1.0,False,False,0.028034448623657227
1_Baseline,500,1399,1.0,False,False,0.028034448623657227
1_Baseline,500,1400,1.0,False,False,0.028034448623657227
1_Baseline,500,1401,1.0,False,False,0.028034448623657227
1_Baseline,500,1402,1.0,False,False,0.028034448623657227
1_Baseline,500,1403,1.0,False,False,0.028034448623657227
1_Baseline,500,1404,1.0,False,False,0.028034448623657227
1_Baseline,500,1405,1.0,False,False,0.028034448623657227
1_Baseline,500,1406,1.0,False,False,0.028034448623657227
1_Baseline,500,1407,1.0,False,False,0.028034448623657227
1_Baseline,500,1408,1.0,False,False,0.028034448623657227
1_Baseline,500,1409,1.0,False,False,0.028034448623657227
1_Baseline,500,1410,1.0,False,False,0.028034448623657227
1_Baseline,500,1411,1.0,False,False,0.028034448623657227
1_Baseline,500,1412,1.0,False,False,0.028034448623657227
1_Baseline,500,1413,1.0,False,False,0.028034448623657227
1_Baseline,500,1414,1.0,False,False,0.028034448623657227
1_Baseline,500,1415,1.0,False,False,0.028034448623657227
1_Baseline,500,1416,1.0,False,False,0.028034448623657227
1_Baseline,500,1417,1.0,False,False,0.028034448623657227
1_Baseline,500,1418,1.0,False,False,0.028034448623657227
1_Baseline,500,1419,1.0,False,False,0.028034448623657227
1_Baseline,500,1420,1.0,False,False,0.028034448623657227
1_Baseline,500,1421,1.0,False,False,0.028034448623657227
1_Baseline,500,1422,1.0,False,False,0.028034448623657227
1_Baseline,500,1423,1.0,False,False,0.028034448623657227
1_Baseline,500,1424,1.0,False,False,0.028034448623657227
1_Baseline,500,1425,1.0,False,False,0.028034448623657227
1_Baseline,500,1426,1.0,False,False,0.028034448623657227
1_Baseline,500,1427,1.0,False,False,0.028034448623657227
1_Baseline,500,1428,1.0,False,False,0.028034448623657227
1_Baseline,500,1429,1.0,False,False,0.028034448623657227
1_Baseline,500,1430,1.0,False,False,0.028034448623657227
1_Baseline,500,1431,1.0,False,False,0.028034448623657227
1_Baseline,500,1432,1.0,False,False,0.028034448623657227
1_Baseline,500,1433,1.0,False,False,0.028034448623657227
1_Baseline,500,1434,1.0,False,False,0.028034448623657227
1_Baseline,500,1435,1.0,False,False,0.028034448623657227
1_Baseline,500,1436,1.0,False,False,0.028034448623657227
1_Baseline,500,1437,1.0,False,False,0.028034448623657227
1_Baseline,500,1438,1.0,False,False,0.028034448623657227
1_Baseline,500,1439,1.0,False,False,0.028034448623657227
1_Baseline,500,1440,1.0,False,False,0.028034448623657227
1_Baseline,500,1441,1.0,False,False,0.028034448623657227
1_Baseline,500,1442,1.0,False,False,0.028034448623657227
1_Baseline,500,1443,1.0,False,False,0.028034448623657227
1_Baseline,500,1444,1.0,False,False,0.028034448623657227
1_Baseline,500,1445,1.0,False,False,0.028034448623657227
1_Baseline,500,1446,1.0,False,False,0.028034448623657227
1_Baseline,500,1447,1.0,False,False,0.028034448623657227
1_Baseline,500,1448,1.0,False,False,0.028034448623657227
1_Baseline,500,1449,1.0,False,False,0.028034448623657227
1_Baseline,500,1450,1.0,False,False,0.028034448623657227
1_Baseline,500,1451,1.0,False,False,0.028034448623657227
1_Baseline,500,1452,1.0,False,False,0.028034448623657227
1_Baseline,500,1453,1.0,False,False,0.028034448623657227
1_Baseline,500,1454,1.0,False,False,0.028034448623657227
1_Baseline,500,1455,1.0,False,False,0.028034448623657227
1_Baseline,500,1456,1.0,False,False,0.028034448623657227
1_Baseline,500,1457,1.0,False,False,0.028034448623657227
1_Baseline,500,1458,1.0,False,False,0.028034448623657227
1_Baseline,500,1459,1.0,False,False,0.028034448623657227
1_Baseline,500,1460,1.0,False,False,0.028034448623657227
1_Baseline,500,1461,1.0,False,False,0.028034448623657227
1_Baseline,500,1462,1.0,False,False,0.028034448623657227
1_Baseline,500,1463,1.0,False,False,0.028034448623657227
1_Baseline,500,1464,1.0,False,False,0.028034448623657227
1_Baseline,500,1465,1.0,False,False,0.028034448623657227
1_Baseline,500,1466,1.0,False,False,0.028034448623657227
1_Baseline,500,1467,1.0,False,False,0.028034448623657227
1_Baseline,500,1468,1.0,False,False,0.028034448623657227
1_Baseline,500,1469,1.0,False,False,0.028034448623657227
1_Baseline,500,1470,1.0,False,False,0.028034448623657227
1_Baseline,500,1471,1.0,False,False,0.028034448623657227
1_Baseline,500,1472,1.0,False,False,0.028034448623657227
1_Baseline,500,1473,1.0,False,False,0.028034448623657227
1_Baseline,500,1474,1.0,False,False,0.028034448623657227
1_Baseline,500,1475,1.0,False,False,0.028034448623657227
1_Baseline,500,1476,1.0,False,False,0.028034448623657227
1_Baseline,500,1477,1.0,False,False,0.028034448623657227
1_Baseline,500,1478,1.0,False,False,0.028034448623657227
