5_Topline,500,1000,0.966,True,False,0.01798224449157715
5_Topline,500,1500,0.928,True,False,0.04137253761291504
5_Topline,500,2000,0.984,True,False,0.05633187294006348
5_Topline,500,2500,0.95,True,False,0.08326053619384766
5_Topline,500,3000,0.96,True,False,0.09921956062316895
5_Topline,500,3500,0.97,True,False,0.11517786979675293
5_Topline,500,4000,0.968,True,False,0.1321396827697754
5_Topline,500,4500,0.966,True,False,0.14531922340393066
5_Topline,500,5000,0.932,True,False,0.1602790355682373
5_Topline,500,5500,0.262,True,True,0.17615604400634766
5_Topline,500,6000,0.912,True,False,0.19211173057556152
5_Topline,500,6500,0.932,True,False,0.20710539817810059
5_Topline,500,7000,0.94,True,False,0.22306323051452637
5_Topline,500,7500,0.936,True,False,0.23897361755371094
5_Topline,500,8000,0.94,True,False,0.25493574142456055
5_Topline,500,8500,0.958,True,True,0.2699007987976074
5_Topline,500,9000,0.952,True,False,0.2848951816558838
5_Topline,500,9500,0.938,True,False,0.30085182189941406
5_Topline,500,10000,0.95,True,False,0.31680917739868164
5_Topline,500,10500,0.26,True,True,0.33374738693237305
5_Topline,500,11000,0.938,True,False,0.3495769500732422
5_Topline,500,11500,0.966,True,False,0.36553430557250977
5_Topline,500,12000,0.956,True,False,0.37422847747802734
5_Topline,500,12500,0.958,True,False,0.39081549644470215
5_Topline,500,13000,0.974,True,False,0.4064474105834961
5_Topline,500,13500,0.95,True,False,0.42220330238342285
5_Topline,500,14000,0.942,True,False,0.43517184257507324
5_Topline,500,14500,0.96,True,False,0.45711374282836914
5_Topline,500,15000,0.948,True,False,0.4701237678527832
5_Topline,500,15500,0.254,True,False,0.49204206466674805
5_Topline,500,16000,0.934,True,False,0.5089352130889893
5_Topline,500,16500,0.932,True,False,0.5248584747314453
5_Topline,500,17000,0.924,True,True,0.5408158302307129
5_Topline,500,17500,0.92,True,False,0.5577366352081299
5_Topline,500,18000,0.952,True,False,0.5756893157958984
5_Topline,500,18500,0.938,True,False,0.5905485153198242
5_Topline,500,19000,0.924,True,False,0.6055107116699219
5_Topline,500,19500,0.92,True,False,0.6214683055877686
5_Topline,500,20000,0.95,True,False,0.6364285945892334
5_Topline,1500,3000,0.972,True,False,0.016983747482299805
5_Topline,1500,4500,0.974,True,False,0.033937931060791016
5_Topline,1500,6000,0.49133333333333334,True,True,0.05086803436279297
5_Topline,1500,7500,0.8926666666666667,True,False,0.06782388687133789
5_Topline,1500,9000,0.9446666666666667,True,False,0.08807134628295898
5_Topline,1500,10500,0.72,True,True,0.10881781578063965
5_Topline,1500,12000,0.43733333333333335,True,False,0.12010622024536133
5_Topline,1500,13500,0.976,True,False,0.13814091682434082
5_Topline,1500,15000,0.9586666666666667,True,False,0.15410065650939941
5_Topline,1500,16500,0.25,True,True,0.1700582504272461
5_Topline,1500,18000,0.9546666666666667,True,False,0.18605613708496094
5_Topline,1500,19500,0.9386666666666666,True,False,0.20600318908691406
5_Topline,2500,5000,0.9808,True,False,0.023935794830322266
5_Topline,2500,7500,0.2632,True,True,0.04285573959350586
5_Topline,2500,10000,0.9668,True,False,0.062096357345581055
5_Topline,2500,12500,0.2776,True,False,0.08191084861755371
5_Topline,2500,15000,0.9664,True,False,0.10285615921020508
5_Topline,2500,17500,0.2656,True,False,0.12277650833129883
5_Topline,2500,20000,0.9628,True,False,0.1437220573425293
